file,folder,stem,variant,size_bytes,importers_count,suggested_action
src/pages/legal/LawsuitPreparation/components/LegalActions.tsx,components,LegalActions,,11584,0,orphan_page
src/pages/legal/LawsuitPreparation/components/LegalDocuments.tsx,components,LegalDocuments,,32601,0,orphan_page
src/pages/legal/LawsuitPreparation/components/LegalHeader.tsx,components,LegalHeader,,8553,0,orphan_page
src/pages/legal/LawsuitPreparation/components/LegalOverview.tsx,components,LegalOverview,,15814,0,orphan_page
src/pages/legal/LawsuitPreparation/components/LegalTaqadi.tsx,components,LegalTaqadi,,24593,0,orphan_page
src/pages/legal/LawsuitPreparation/store/LawsuitPreparationContext.tsx,store,LawsuitPreparationContext,,43430,0,orphan_page
src/pages/legal/LawsuitPreparation/store/reducer.ts,store,reducer,,14644,0,orphan_page
src/pages/legal/LawsuitPreparation/store/types.ts,store,types,,12273,0,orphan_page
src/pages/legal/LawsuitPreparation/utils/caseRegistration.ts,utils,caseRegistration,,12209,0,orphan_page
src/pages/legal/LawsuitPreparation/utils/documentGenerators.ts,utils,documentGenerators,,21511,0,orphan_page
src/pages/legal/LawsuitPreparation/utils/zipExport.ts,utils,zipExport,,17283,0,orphan_page
src/pages/legal/financial-delinquency/ContractCard.tsx,financial-delinquency,ContractCard,,4629,0,orphan_page
src/pages/legal/financial-delinquency/CustomerCard.tsx,financial-delinquency,CustomerCard,,13014,0,orphan_page
src/pages/legal/financial-delinquency/QuickAction.tsx,financial-delinquency,QuickAction,,1816,0,orphan_page
src/pages/legal/financial-delinquency/StatCard.tsx,financial-delinquency,StatCard,,2480,0,orphan_page
src/pages/legal/financial-delinquency/types.ts,financial-delinquency,types,,1406,0,orphan_page
src/pages/legal/legal-cases/KPICard.tsx,legal-cases,KPICard,,1835,0,orphan_page
src/pages/legal/legal-cases/StatusBadge.tsx,legal-cases,StatusBadge,,1675,0,orphan_page
src/pages/legal/legal-cases/TabButton.tsx,legal-cases,TabButton,,792,0,orphan_page
src/pages/legal/legal-cases/constants.ts,legal-cases,constants,,161,0,orphan_page
src/pages/mobile/MobileCars.tsx,mobile,MobileCars,,12280,0,orphan_page
src/pages/mobile/MobileContracts.tsx,mobile,MobileContracts,,14030,0,orphan_page
src/pages/mobile/MobileCustomers.tsx,mobile,MobileCustomers,,12130,0,orphan_page
src/pages/mobile/MobileHome.tsx,mobile,MobileHome,,12312,0,orphan_page
src/pages/mobile/MobileOverdue.tsx,mobile,MobileOverdue,,20345,0,orphan_page
src/services/ContractService.ts,services,ContractService,,14638,0,likely_delete
src/services/InvoiceService.ts,services,InvoiceService,,8518,0,likely_delete
src/services/contractTemplateService.ts,services,contractTemplateService,,9464,0,likely_delete
src/services/core/ApiCache.ts,core,ApiCache,,10996,0,likely_delete
src/services/core/BaseRepository.ts,core,BaseRepository,,8168,0,likely_delete
src/services/core/BaseService.ts,core,BaseService,,15643,0,likely_delete
src/services/core/BatchProcessor.ts,core,BatchProcessor,,19341,0,likely_delete
src/services/core/PerformanceMonitor.ts,core,PerformanceMonitor,,16667,0,likely_delete
src/services/core/QueryOptimizer.ts,core,QueryOptimizer,,19974,0,likely_delete
src/services/imagePreprocessor.ts,services,imagePreprocessor,,10567,0,likely_delete
src/services/ocrWorkerService.ts,services,ocrWorkerService,,10409,0,likely_delete
src/services/repositories/ContractRepository.ts,repositories,ContractRepository,,6333,0,likely_delete
src/services/repositories/InvoiceRepository.ts,repositories,InvoiceRepository,,4776,0,likely_delete
src/services/repositories/PaymentRepository.ts,repositories,PaymentRepository,,5911,0,likely_delete
src/services/tesseractOCR.ts,services,tesseractOCR,,6225,0,likely_delete
src/services/whatsapp/ReportScheduler.ts,whatsapp,ReportScheduler,,18498,0,likely_delete
src/utils/advancedTabSync.ts,utils,advancedTabSync,,19360,0,likely_delete
src/utils/cacheUtils.ts,utils,cacheUtils,,7653,0,likely_delete
src/utils/exports/csvExport.ts,exports,csvExport,,11068,0,likely_delete
src/utils/exports/excelExport.ts,exports,excelExport,,13432,0,likely_delete
src/utils/exports/pdfExport.ts,exports,pdfExport,,13840,0,likely_delete
src/utils/exports/templates.ts,exports,templates,,11225,0,likely_delete
src/utils/lawsuitExcelGenerator.ts,utils,lawsuitExcelGenerator,,11184,0,likely_delete
src/utils/official-letters/claims-statement.ts,official-letters,claims-statement,,28009,0,likely_delete
src/utils/official-letters/document-portfolio.ts,official-letters,document-portfolio,,13913,0,likely_delete
src/utils/official-letters/documents-list.ts,official-letters,documents-list,,15822,0,likely_delete
src/utils/official-letters/explanatory-memo.ts,official-letters,explanatory-memo,,9266,0,likely_delete
src/utils/official-letters/official-letter.ts,official-letters,official-letter,,2241,0,likely_delete
src/utils/official-letters/print.ts,official-letters,print,,374,0,likely_delete
src/utils/official-letters/shared.ts,official-letters,shared,,2776,0,likely_delete
src/utils/official-letters/styles.ts,official-letters,styles,,10470,0,likely_delete
src/utils/official-letters/templates.ts,official-letters,templates,,3287,0,likely_delete
src/utils/official-letters/types.ts,official-letters,types,,4097,0,likely_delete
src/utils/official-letters/violations-transfer.ts,official-letters,violations-transfer,,13542,0,likely_delete
src/utils/paymentAllocationEngine.ts,utils,paymentAllocationEngine,,7359,0,likely_delete
